"appid","pid","product_code","product_name_ro","pid_category","size_length","size_width","size_thickness","size_diameter","size_height","size_alloy","size_type","um1","um2","um1_to_um2","product_name_en","um_base","is_active","additional_info","cu_debitare","aliaj","densitate","size_roll_weight","product_name_bg"
"294590","2037","42106001000200000140","TABLA CUPRU CU-ETP R220 MOALE 6X1000X2000 MM","{0}",,,,,,"","","KG","","0.000000","COPPER SHEETS CU-ETP SOFT TEMPER 6.0 X 1000 X 2000MM","KG","y","МЕДНИ ЛАМАРИНИ CU-ETP МЕКА 6.0 X 1000 X 2000 MM","n","",,,"МЕДНИ ЛАМАРИНИ CU-ETP МЕКА 6.0 X 1000 X 2000 MM"
"293445","892","21025015020600061500","CORNIER ALU 25X15X2X6000 MM 6060  T6","{0}",,,,,,"","","KG","ML","0.205200","ALU L PROFILES 25X15X2X6000 MM 6060 T6","KG","y","АЛ. L ПРОФИЛИ/ВИНКЕЛИ 25X15X2X6000 MM 6060 T6","n","",,,"АЛ. L ПРОФИЛИ/ВИНКЕЛИ 25X15X2X6000 MM 6060 T6"
"295115","2562","47000400040040001140","BARA LATA CUPRU CU-ETP 1/2 T 40X4X4000 MM R=1","{0}",,,,,,"","","KG","ML","1.430400","COPPER FLAT BARS 40X4X4000 MM CU-ETP R250","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 40X4X4000 MM CU-ETP R250 ","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 40X4X4000 MM CU-ETP R250 "
"294079","1526","35000380015030000140","TEAVA ALAMA CUZN37 R370 D38X1.5X3000 MM ","{0}",,,,,,"","","KG","","0.000000","BRASS ROUND TUBES CUZN37 R370 D38X1.5X3000 MM","KG","y","МЕСИНГОВИ КРЪГЛИ ТРЪБИ CUZN37 R370 D38X1.5X3000 MM ","n","",,,"МЕСИНГОВИ КРЪГЛИ ТРЪБИ CUZN37 R370 D38X1.5X3000 MM "
"295087","2534","47000250030040000140","BARA LATA CUPRU CU-ETP 1/2 T 25X3X4000 MM R=1","{0}",,,,,,"","","KG","ML","0.670500","COPPER FLAT BARS CU-ETP R250 25X3X4000 MM R=1","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 25X3X4000 MM CU-ETP ПОЛУТВЪРДА","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 25X3X4000 MM CU-ETP ПОЛУТВЪРДА"
"294396","1843","37000401004004000240","BARA LATA ALAMA 40X10X4000 MM CUZN39PB3 M ","{0}",,,,,,"","","KG","","0.000000","BRASS FLAT BARS 40X10X4000 MM CUZN39PB3","KG","y","МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 40X10X4000 MM CUZN39PB3 ","n","",,,"МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 40X10X4000 MM CUZN39PB3 "
"294382","1829","37000301004004000240","BARA LATA ALAMA 30X10X4000 MM CUZN39PB3 M","{0}",,,,,,"","","KG","","0.000000","BRASS FLAT BARS 30X10X4000 MM CUZN39PB3","KG","y","МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 30X10X4000 MM CUZN39PB3","n","",,,"МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 30X10X4000 MM CUZN39PB3"
"293503","950","23015015020600061500","PROFIL ALU U 15X15X15X2X6000MM 6060  T6","{0}",,,,,,"","","KG","ML","0.221400","ALU U PROFILES 15X15X15X2X6000 MM 6060 T6","KG","y","АЛ. П ПРОФИЛИ 15X15X15X2X6000 MM 6060 T6","n","",,,"АЛ. П ПРОФИЛИ 15X15X15X2X6000 MM 6060 T6"
"294209","1656","3600019063000WIELAND","BARA HEXAG ALAMA 19X3000 MM CUZN39PB3 R430 WIELAND","{0}",,,,,,"","","KG","ML","2.644800","BRASS HEXAG BARS CUZN39PB3 R430 19X3000 MM","KG","y","МЕСИНГОВИ ШЕСТОСТЕННИ ПРЪТИ CUZN39PB3 R430 19X3000 MM","n","",,,"МЕСИНГОВИ ШЕСТОСТЕННИ ПРЪТИ CUZN39PB3 R430 19X3000 MM"
"293000","447","122017040DEBITAT0000","PLACI DEBITATE 2017A T451  40 MM","{0}",,,,,,"","","KG","BUC","1.000000","AL CUT PLATE 2017A T451  40 MM","KG","y","АЛ. РЯЗАНА ПЛОЧА 2017A T451  40 MM","y","",,,"АЛ. РЯЗАНА ПЛОЧА 2017A T451  40 MM"
"293559","1006","24080060040600061500","TEAVA RECTANG. ALU80x60x4x6000 MM 6060 T6","{0}",,,,,,"","","KG","M","2.851200","ALU RECT. TUBES 80X60X4X6000 MM 6060 T6","KG","y","АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 80X60X4X6000 MM 6060 T6","n","",,,"АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 80X60X4X6000 MM 6060 T6"
"294339","1786","3600150003000WIELAND","BARA ALAMA D150X3000 MM CUZN39PB3 WIELAND","{0}",,,,,,"","","KG","ML","149.424800","BRASS ROUND BARS 150X3000 MM CUZN39PB3","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ 150X3000 MM CUZN39PB3","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ 150X3000 MM CUZN39PB3"
"294355","1802","37000150504004000240","BARA LATA ALAMA 15X5X4000 MM CUZN39PB3 M","{0}",,,,,,"","","KG","","0.000000","BRASS FLAT BARS 15X5X4000 MM CUZN39PB3","KG","y","МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 15X5X4000 MM CUZN39PB3","n","",,,"МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 15X5X4000 MM CUZN39PB3"
"294030","1477","35000100015030000140","TEAVA ALAMA CUZN37 F37 D10X1.5X4000 MM ","{0}",,,,,,"","","KG","ML","0.339100","BRASS ROUND TUBES CUZN37 F37 D10X1.5X4000 MM","KG","y","МЕСИНГОВИ КРЪГЛИ ТРЪБИ CUZN37 F37 D10X1.5X4000 MM ","n","",,,"МЕСИНГОВИ КРЪГЛИ ТРЪБИ CUZN37 F37 D10X1.5X4000 MM "
"293810","1257","26220000403000062600","BARA PATRATA ALU 220X220 MM 6082 T6","{0}",,,,,,"","","KG","","0.000000","ALU SQUARE BARS 220X220X3000 MM 6082 T6","KG","y","АЛ. КВАДРАТНИ ПРЪТИ 220X220X3000 MM 6082 T6","n","",,,"АЛ. КВАДРАТНИ ПРЪТИ 220X220X3000 MM 6082 T6"
"294256","1703","3600032063000WIELAND","BARA HEXAG ALAMA 32X3000 MM CUZN39PB3 R430 WIELAND","{0}",,,,,,"","","KG","M","7.502200","BRASS HEXAGONAL BARS 32X3000 MM CUZN39PB3","KG","y","МЕСИНГОВИ ШЕСТОСТЕННИ ПРЪТИ 32X3000 MM CUZN39PB3","n","",,,"МЕСИНГОВИ ШЕСТОСТЕННИ ПРЪТИ 32X3000 MM CUZN39PB3"
"294350","1797","37000121004003000240","BARA LATA ALAMA 12X10X3000 MM CUZN39PB3 M","{0}",,,,,,"","","KG","","0.000000","BRASS FLAT BARS 12X10X3000 MM CUZN39PB3 1/2 HARD","KG","y","МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 12X10X3000 MM CUZN39PB3 ПОЛУТВЪРДА","n","",,,"МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 12X10X3000 MM CUZN39PB3 ПОЛУТВЪРДА"
"292678","125","12050500125025001400","TABLA ALUMINIU 5083 H111 5x1250x2500 MM","{0}",,,,,,"","","KG","BUC","41.562500","ALU SHEETS 5083 H111 5X1250X2500 MM","KG","y","АЛ. ЛАМАРИНИ 5083 H111 5X1250X2500 MM","n","",,,"АЛ. ЛАМАРИНИ 5083 H111 5X1250X2500 MM"
"293871","1318","27030006060000061500","BARA LATA ALU  30X6X6000 MM 6060 T6","{0}",,,,,,"","","KG","ML","0.486000","ALU FLAT BARS 30X6X6000 MM 6060 T6","KG","y","АЛ. ПРАВОЪГЪЛНИ ПРЪТИ 30X6X6000 MM 6060 T6","n","",,,"АЛ. ПРАВОЪГЪЛНИ ПРЪТИ 30X6X6000 MM 6060 T6"
"293081","528","12508320000000000000","PLACI DEBITATE 5083 H111  200 MM","{0}",,,,,,"","","KG","БРОЙ","1.000000","AL CUT PLATE 5083 H111  200 MM","KG","y","АЛ. РЯЗАНА ПЛОЧА 5083 H111  200 MM","y","",,,"АЛ. РЯЗАНА ПЛОЧА 5083 H111  200 MM"
"294050","1497","35000180015040000140","TEAVA ALAMA CUZN37 F37 D18X1.5X4000 MM ","{0}",,,,,,"","","KG","","0.000000","BRASS ROUND TUBES D18X1.5X4000 MM CUZN37 F37","KG","y","МЕСИНГОВИ КРЪГЛИ ТРЪБИ D18X1.5X4000 MM CUZN37 F37","n","",,,"МЕСИНГОВИ КРЪГЛИ ТРЪБИ D18X1.5X4000 MM CUZN37 F37"
"294290","1737","36000480000003000240","BARA ALAMA D48X3000 MM CUZN39PB3 R430","{0}",,,,,,"","","KG","","0.000000","BRASS ROUND BARS D48X3000 MM CUZN39PB3 R430","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ D48X3000 MM CUZN39PB3 R430","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ D48X3000 MM CUZN39PB3 R430"
"293507","954","23030030030600061500","PROFIL ALU U 30X30X30X3X6000 MM 6060  T6","{31}","6000","30","3.00",,"30","EN AW 6060 T6","","KG","ML","0.680400","ALU U PROFILES 30X30X30X3X6000 MM 6060 T6","KG","y","АЛ. П ПРОФИЛИ 30X30X30X3X6000 MM 6060 T6","n","",,,"АЛ. П ПРОФИЛИ 30X30X30X3X6000 MM 6060 T6"
"294128","1575","3600006503001WIELAND","BARA ALAMA D6.5X3000 MM CUZN39PB3 R500 WIELAND","{0}",,,,,,"","","KG","ML","0.280600","BRASS BARS 6.5X3000 MM CUZN39PB3","KG","y","МЕСИНГОВИ ПРЪТИ 6.5X3000 MM CUZN39PB3","y","",,,"МЕСИНГОВИ ПРЪТИ 6.5X3000 MM CUZN39PB3"
"293959","1406","32200300600200000140","TABLA ALAMA CUZN37 R350 0.3X600X2000 MM","{0}",,,,,,"","","KG","BUC","3.049200","BRASS SHEETS CUZN37 R350 0.3X600X2000 MM","KG","y","МЕСИНГОВИ ЛАМАРИНИ CUZN37 R350 0.3X600X2000 MM","n","",,,"МЕСИНГОВИ ЛАМАРИНИ CUZN37 R350 0.3X600X2000 MM"
"295136","2583","47000500080040001440","BARA LATA CUPRU CU-ETP 1/2 T 50X8X4000 MM R=1","{0}",,,,,,"","","KG","ML","3.576000","COPPER FLAT BARSCU-ETP 1/2 T 50X8X4000 MM R=1","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ CU-ETP ПОЛУТВЪРДА 50X8X4000 MM R=1","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ CU-ETP ПОЛУТВЪРДА 50X8X4000 MM R=1"
"293999","1446","32206001000200000140","TABLA ALAMA CUZN37 R350 6X1000X2000 MM","{0}",,,,,,"","","KG","БРОЙ","101.640000","BRASS SHEETS CUZN37 R350 6X1000X2000 MM","KG","y","МЕСИНГОВИ ЛАМАРИНИ CUZN37 R350 6X1000X2000 MM","n","",,,"МЕСИНГОВИ ЛАМАРИНИ CUZN37 R350 6X1000X2000 MM"
"294029","1476","35000100010040000140","TEAVA ALAMA CUZN37 F37 D10X1X4000 MM ","{0}",,,,,,"","","KG","ML","0.239400","BRASS ROUND TUBES CUZN37 F37 D10X1X4000 MM","KG","y","МЕСИНГОВИ КРЪГЛИ ТРЪБИ CUZN37 F37 D10X1X4000 MM ","n","",,,"МЕСИНГОВИ КРЪГЛИ ТРЪБИ CUZN37 F37 D10X1X4000 MM "
"292681","128","12050500150030001400","TABLA ALUMINIU 5083 H111 5X1500X3000 MM","{0}",,,,,,"","","KG","BUC","59.850000","AL. SHEETS 5X1500X3000 MM 5083 H111","KG","y","АЛ. ЛАМАРИНИ 5X1500X3000 MM 5083 H111","n","",,,"АЛ. ЛАМАРИНИ 5X1500X3000 MM 5083 H111"
"294976","2423","46000320000003000200","BARA CUPRU D32X3000 MM CU-ETP R250","{0}",,,,,,"","","KG","ML","7.186300","COPPER ROUND BARS D32X3000 MM CU-ETP R250","KG","y","МЕДНИ КРЪГЛИ ПРЪТИ D32X3000 MM CU-ETP R250 ","y","",,,"МЕДНИ КРЪГЛИ ПРЪТИ D32X3000 MM CU-ETP R250 "
"295153","2600","47000600200040001540","BARA LATA CUPRU CU-ETP 1/2 T 60X20X4000 MM","{0}",,,,,,"","","KG","ML","10.728000","COPPER FLAT BARS 60X20X4000 MM CU-ETP R250","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 60X20X4000 MM CUETP ПОЛУТВЪРДА","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 60X20X4000 MM CUETP ПОЛУТВЪРДА"
"292616","63","12010600150030001540","TABLA  ALUMINIU 1050 H24  6X1500X3000 MM","{0}",,,,,,"","","KG","BUC","72.900000","AL SHEETS 1050 H24 6X1500X3000 MM","KG","y","АЛ. ЛАМАРИНИ 1050 H24 6X1500X3000 MM","n","",,,"АЛ. ЛАМАРИНИ 1050 H24 6X1500X3000 MM"
"294347","1794","37000100504003000340","BARA LATA ALAMA 10X5X3000 MM CUZN39PB3 M","{0}",,,,,,"","","KG","ML","0.423000","BRASS FLAT BARS 10X5X3000 MM CUZN39PB3","KG","y","МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 10X5X3000 MM CUZN39PB3","n","",,,"МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 10X5X3000 MM CUZN39PB3"
"294953","2400","46000180000003000200","BARA CUPRU D18X3000 MM CU-ETP R250","{0}",,,,,,"","","KG","ML","2.273800","COPPER ROUND BARS D18X3000 MM CU-ETP R250 DRAWN","KG","y","МЕДНИ КРЪГЛИ ПРЪТИ D18X3000 MM CU-ETP R250 СТУДЕНО ИЗТЕГЛЕНИ ","y","",,,"МЕДНИ КРЪГЛИ ПРЪТИ D18X3000 MM CU-ETP R250 СТУДЕНО ИЗТЕГЛЕНИ "
"294947","2394","46000140000003000200","BARA CUPRU D14X3000 MM CU-ETP R250","{0}",,,,,,"","","KG","ML","1.375500","COPPER ROUND BARS D14X3000 MM CU-ETP R250","KG","y","МЕДНИ КРЪГЛИ ПРЪТИ D14X3000 MM CU-ETP R250","y","",,,"МЕДНИ КРЪГЛИ ПРЪТИ D14X3000 MM CU-ETP R250"
"295398","2845","80125754","DESEURI PLACI ALUMINIU ALIAJ 5754","{0}",,,,,,"","","KG","","0.000000","SCARP FROM PLATES ALLOY 5754","KG","y","СКРАП ОТ ПЛОЧИ СПЛАВ 5754","n","",,,"СКРАП ОТ ПЛОЧИ СПЛАВ 5754"
"295397","2844","80125083","DESEURI PLACI ALUMINIU ALIAJ 5083","{0}",,,,,,"","","KG","","0.000000","SCARP FROM PLATES ALLOY 5083","KG","y","СКРАП ОТ ПЛОЧИ СПЛАВ 5083","n","",,,"СКРАП ОТ ПЛОЧИ СПЛАВ 5083"
"295395","2842","80122017","DESEURI PLACI ALUMINIU ALIAJ 2017","{0}",,,,,,"","","KG","","0.000000","SCARP FROM PLATES ALLOY 2017","KG","y","СКРАП ОТ ПЛОЧИ СПЛАВ 2017","n","",,,"СКРАП ОТ ПЛОЧИ СПЛАВ 2017"
"295400","2847","80126082","DESEURI PLACI ALUMINIU ALIAJ 6082","{0}",,,,,,"","","KG","","0.000000","SCARP FROM PLATES ALLOY 6082","KG","y","СКРАП ОТ ПЛОЧИ СПЛАВ 6082","n","",,,"СКРАП ОТ ПЛОЧИ СПЛАВ 6082"
"295404","2851","80127075","DESEURI PLACI ALUMINIU ALIAJ 7075","{0}",,,,,,"","","KG","","0.000000","SCARP FROM PLATES ALLOY 7075","KG","y","СКРАП ОТ ПЛОЧИ СПЛАВ 7075","n","",,,"СКРАП ОТ ПЛОЧИ СПЛАВ 7075"
"295406","2853","8012SPAN","SPAN ALUMINIU","{0}",,,,,,"","","KG","","0.000000","TURNINGS ALUMIUM","KG","y","АЛУМИНИЕВИ СТРУЖКИ ","n","",,,"АЛУМИНИЕВИ СТРУЖКИ "
"293837","1284","26320000003000023500","BARA ALU D 320X3000 MM 2007 T4","{0}",,,,,,"","","KG","","0.000000","ALU ROUND BARS 320X3000 MM 2007 T4","KG","y","АЛ. КРЪГЛИ ПРЪТИ 320X3000 MM 2007 T4","y","",,,"АЛ. КРЪГЛИ ПРЪТИ 320X3000 MM 2007 T4"
"293563","1010","24080080060600061500","TEAVA PATRATA ALU 80X80X6X6000 MM 6060  T6","{0}",,,,,,"","","KG","","0.000000","ALU SQUARE TUBES 80X80X6X6000 MM 6060 T6","KG","y","АЛ. КВАДРАТНИ ТРЪБИ 80X80X6X6000 MM 6060 T6","n","",,,"АЛ. КВАДРАТНИ ТРЪБИ 80X80X6X6000 MM 6060 T6"
"293518","965","24025015020600061500","TEAVA RECTANG. ALU 25X15X2X6000 MM 6060  T6","{0}",,,,,,"","","KG","ML","0.388800","ALU RECT. TUBES 25X15X2X6000 MM 6060 T6","KG","y","АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 25X15X2X6000 MM 6060 T6","n","",,,"АЛ. ПРАВОЪГЪЛНИ ТРЪБИ 25X15X2X6000 MM 6060 T6"
"294279","1726","3600041063000WIELAND","BARA HEXAG ALAMA 41X3000 MM CUZN39PB3 WIELAND","{0}",,,,,,"","","KG","ML","12.315600","BRASS HEXAG BARS CUZN39PB3 M 41X3000 MM","KG","y","МЕСИНГОВИ ШЕСТОСТЕННИ ПРЪТИ CUZN39PB3 M 41X3000 MM","n","",,,"МЕСИНГОВИ ШЕСТОСТЕННИ ПРЪТИ CUZN39PB3 M 41X3000 MM"
"294371","1818","37000251504004000240","BARA LATA ALAMA 25X15X4000 MM CUZN39PB3 M ","{0}",,,,,,"","","KG","ML","3.172500","BRASS FLAT BARS 25X15X4000 MM CUZN39PB3 F43","KG","y","МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 25X15X4000 MM CUZN39PB3 F43","n","",,,"МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 25X15X4000 MM CUZN39PB3 F43"
"294372","1819","3700025150400WIELAND","BARA LATA ALAMA 25X15X4000 MM CUZN39PB3 M WIELAND ","{0}",,,,,,"","","KG","ML","3.172500","BRASS FLAT BARS 25X15X3000 MM CUZN39PB3","KG","y","МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 25X15X3000 MM CUZN39PB3","n","",,,"МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 25X15X3000 MM CUZN39PB3"
"294179","1626","3600013003000WIELAND","BARA ALAMA D13X3000 MM CUZN39PB3 R500 WIELAND","{0}",,,,,,"","","KG","ML","1.122300","BRASS ROUND BARS CUZN39PB3 R500 D13X3000 MM","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 R500 D13X3000 MM","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 R500 D13X3000 MM"
"294085","1532","35000420015040000140","TEAVA ALAMA CUZN37 R370 D42X1.5X4000 MM ","{0}",,,,,,"","","KG","","0.000000","BRASS ROUND TUBES D42X1.5X4000 MM CUZN37 R370","KG","y","МЕСИНГОВИ КРЪГЛИ ТРЪБИ D42X1.5X4000 MM CUZN37 R370 ","n","",,,"МЕСИНГОВИ КРЪГЛИ ТРЪБИ D42X1.5X4000 MM CUZN37 R370 "
"295223","2670","48000330000003002140","BARA BRONZ D33X3000 MM CUSN12","{0}",,,,,,"","","KG","ML","7.608300","BRONZE ROUND BARS D33X3000 MM CUSN12","KG","y","БРОНЗОВИ КРЪГЛИ ПРЪТИ D33X3000 MM CUSN12","y","",,,"БРОНЗОВИ КРЪГЛИ ПРЪТИ D33X3000 MM CUSN12"
"294451","1898","41102510003000201240","BANDA CUPRU CU-DHP 1/2 TARE 0.25X1000 MM","{0}",,,,,,"","","KG","","0.000000","COPPER STRIPS CU-DHP 1/2 TARE 0.25X1000 MM","KG","y","МЕДНИ ЛЕНТИ CU-DHP ПОЛУТВЪРДА TARE 0.25X1000 MM","n","",,,"МЕДНИ ЛЕНТИ CU-DHP ПОЛУТВЪРДА TARE 0.25X1000 MM"
"294330","1777","3600110002500WIELAND","BARA ALAMA D110X2500 MM CUZN39PB3 WIELAND","{0}",,,,,,"","","KG","ML","80.357300","BRASS ROUND BARS CUZN39PB3 D110X2500 MM","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 D110X2500 MM","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 D110X2500 MM"
"292964","411","120PT7021155DEBITAT0","PLACI DEBITATE TURNATA 7021 155 MM","{0}",,,,,,"","","KG","BUC","1.000000","AL CUT PLATE 7021 155 MM CAST","KG","y","АЛ. РЯЗАНА ПЛОЧА 7021 155 MM ЛЯТА","y","",,,"АЛ. РЯЗАНА ПЛОЧА 7021 155 MM ЛЯТА"
"292968","415","120PT7021195DEBITAT0","PLACI DEBITATE TURNATA 7021 195 MM","{0}",,,,,,"","","KG","BUC","202.000000","AL CUT PLATE 7021 195 MM CAST","KG","y","АЛ. РЯЗАНА ПЛОЧА 7021 195 MM ЛЯТА","y","",,,"АЛ. РЯЗАНА ПЛОЧА 7021 195 MM ЛЯТА"
"294299","1746","3600055003000WIELAND","BARA ALAMA D55X3000 MM CUZN39PB3 R430 WIELAND","{0}",,,,,,"","","KG","ML","20.089300","BRASS ROUND BARS CUZN39PB3 R360 D55X3000 MM","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 R360 D55X3000 MM","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 R360 D55X3000 MM"
"294236","1683","3600026003000WIELAND","BARA ALAMA D26X3000 MM CUZN39PB3 R430 WIELAND","{0}",,,,,,"","","KG","ML","4.489400","BRASS ROUND BARS D26X3000 MM CUZN39PB3 R430","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ D26X3000 MM CUZN39PB3 R430","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ D26X3000 MM CUZN39PB3 R430"
"294164","1611","3600011003001WIELAND","BARA ALAMA D11X3000 MM CUZN39PB3 R500 WIELAND","{0}",,,,,,"","","KG","M","0.803600","BRASS ROUND BARS CUZN39PB3 R500 D11X3000 MM","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 R500 D11X3000 MM","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 R500 D11X3000 MM"
"294908","2355","45000380020030000240","TEAVA CUPRU D38X2X3000 MM CU-DHP EN12449","{0}",,,,,,"","","KG","","0.000000","COPPER TUBES D38X2X3000 MM CU-DHP EN12449","KG","y","МЕДНИ ТРЪБИ D38X2X3000 MM CU-DHP EN12449","n","",,,"МЕДНИ ТРЪБИ D38X2X3000 MM CU-DHP EN12449"
"295084","2531","47000200080040001140","BARA LATA CUPRU CU-ETP 1/2 T 20X8X4000 MM R=1","{0}",,,,,,"","","KG","M","1.430400","COPPER FLAT BARS 20X8X4000 MM SECU F24","KG","y","МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 20X8X4000 MM SECU F24","n","",,,"МЕДНИ ПРАВОЪГЪЛНИ ПРЪТИ 20X8X4000 MM SECU F24"
"294855","2302","450000800100COLAC240","TEAVA CUPRU D8X1 MM CU-DHP R200 COLAC","{0}",,,,,,"","","KG","ML","0.178400","COPPER TUBES 8X1 MM IN COIL CU-DHP R200","KG","y","МЕДНИ ТРЪБИ 8X1 MM IN РУЛОН CU-DHP R200","n","",,,"МЕДНИ ТРЪБИ 8X1 MM IN РУЛОН CU-DHP R200"
"294998","2445","46000700000003000440","BARA CUPRU 70X4000 MM CU-ETP M","{0}",,,,,,"","","KG","ML","34.387700","COPPER ROUND BARS 70X4000 MM CU-ETP R250","KG","y","МЕДНИ КРЪГЛИ ПРЪТИ 70X4000 MM CU-ETP R250","y","",,,"МЕДНИ КРЪГЛИ ПРЪТИ 70X4000 MM CU-ETP R250"
"293843","1290","26360000003000063600","BARA ALU D 360X3000 MM 6082 T6","{0}",,,,,,"","","KG","","0.000000","ALU ROUND BARS 360X3000 MM 6082 T6","KG","y","АЛ. КРЪГЛИ ПРЪТИ 360X3000 MM 6082 T6","y","",,,"АЛ. КРЪГЛИ ПРЪТИ 360X3000 MM 6082 T6"
"294373","1820","37000300303003000240","BARA LATA ALAMA 30X3X3000 MM CUZN39PB3 M","{0}",,,,,,"","","KG","ML","0.761400","BRASS FLAT BARS 30X3X3000 MM CUZN39PB3","KG","y","МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 30X3X3000 MM CUZN39PB3","n","",,,"МЕСИНГОВИ ПРАВОЪГЪЛНИ ПРЪТИ 30X3X3000 MM CUZN39PB3"
"293816","1263","26250000001500072600","BARA ALU D 250X3000 MM 7075 ","{0}",,,,,,"","","KG","M","137.375000","ALU ROUND BARS 250X3000 MM 7075","KG","y","АЛ. КРЪГЛИ ПРЪТИ 250X3000 MM 7075","y","",,,"АЛ. КРЪГЛИ ПРЪТИ 250X3000 MM 7075"
"294894","2341","45000250020030000240","TEAVA CUPRU D25X2X3000 MM  CU-DHP R250","{0}",,,,,,"","","KG","","0.000000","COPPER TUBES D25X2X3000 MM  CU-DHP R250","KG","y","МЕДНИ ТРЪБИ D25X2X3000 MM  CU-DHP R250","n","",,,"МЕДНИ ТРЪБИ D25X2X3000 MM  CU-DHP R250"
"294318","1765","3600080003000WIELAND","BARA ALAMA D80X3000 MM CUZN39PB3 R360 WIELAND","{0}",,,,,,"","","KG","ML","42.503000","BRASS ROUND BARS CUZN39PB3 R360 D80X3000 MM","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 R360 D80X3000 MM","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 R360 D80X3000 MM"
"294326","1773","3600100003000WIELAND","BARA ALAMA D100X3000 MM CUZN39PB3 WIELAND","{0}",,,,,,"","","KG","ML","66.411000","BRASS ROUND BARS CUZN39PB3 D100X3000 MM","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 D100X3000 MM","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 D100X3000 MM"
"294150","1597","3600009003000WIELAND","BARA ALAMA D9X3000 MM CUZN39PB3 R500 WIELAND","{0}",,,,,,"","","KG","ML","0.537900","BRASS ROUND BARS 9X3000 MM CUZN39PB3","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ 9X3000 MM CUZN39PB3","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ 9X3000 MM CUZN39PB3"
"294267","1714","3600036003000WIELAND","BARA  ALAMA D36X3000 MM CUZN39PB3 R430 WIELAND","{0}",,,,,,"","","KG","ML","8.606900","BRASS ROUND BARS CUZN39PB3 R430 D36X3000 MM","KG","y","МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 R430 D36X3000 MM","y","",,,"МЕСИНГОВИ КРЪГЛИ ПРЪТИ CUZN39PB3 R430 D36X3000 MM"
